Ionic radius ,Temperature,Frequency,Re(Z),Img(Z)
2.06e-10,-5,75.9,116927.20000000052,11032.100000000284
2.06e-10,-5,69.2,117777.99999999991,12684.91999999974
2.06e-10,-5,63.1,117967.99999999993,13217.219999999974
2.06e-10,-5,57.5,118372.79999999986,13632.44000000009
2.06e-10,-5,52.5,117923.1999999998,14517.12000000005
2.06e-10,-5,47.9,119920.19999999955,14018.940000000104
2.06e-10,-5,43.7,120130.19999999947,13283.700000000072
2.06e-10,-5,39.8,122699.99999999904,17168.200000000295
2.06e-10,-5,36.3,122893.99999999901,17431.000000000262
2.06e-10,-5,33.1,123313.99999999972,22403.800000000192
2.06e-10,-5,30.2,124637.9999999996,16008.799999999746
2.06e-10,-5,27.5,128014.00000000055,20486.99999999966
2.06e-10,-5,25.1,129492.0000000002,21242.000000000393
2.06e-10,-5,22.9,131167.99999999956,22698.200000000354
2.06e-10,-5,20.9,131942.00000000012,22937.800000000672
2.06e-10,-5,19.1,132357.80000000005,22940.80000000069
2.06e-10,-5,17.4,135831.9999999996,24080.20000000051
2.06e-10,-5,15.8,137833.99999999924,23945.800000000516
2.06e-10,-5,14.5,138774.00000000003,25331.200000000354
2.06e-10,-5,13.2,141223.99999999965,26173.599999999667
2.06e-10,-5,12.0,143618.00000000017,26372.399999999598
2.06e-10,-5,11.0,144253.99999999994,26857.399999999456
2.06e-10,-5,10.0,146983.99999999942,27368.000000000116
2.06e-10,-5,9.12,148931.99999999898,27869.200000000546
2.06e-10,-5,8.32,149915.99999999985,28446.000000000528
2.06e-10,-5,7.59,151599.99999999945,28389.200000000386
2.06e-10,-5,6.92,153814.00000000035,28353.800000000338
2.06e-10,-5,6.31,156016.00000000081,28522.60000000044
2.06e-10,-5,5.75,159336.0000000009,29018.00000000057
2.06e-10,-5,5.25,160428.0000000002,29137.400000000453
2.06e-10,-5,4.79,161780.000000001,29243.800000000374
2.06e-10,-5,4.37,163345.99999999927,29564.600000000457
2.06e-10,-5,3.98,167015.99999999898,30299.59999999952
2.06e-10,-5,3.63,168443.99999999942,30342.399999999354
2.06e-10,-5,3.31,170196.00000000038,29877.199999999637
2.06e-10,-5,3.02,170931.99999999994,30070.399999999892
2.06e-10,-5,2.75,173298.00000000084,29884.400000000187
2.06e-10,-5,2.51,174833.9999999999,30149.999999999396
2.06e-10,-5,2.29,177386.0,30628.200000000175
2.06e-10,-5,2.09,179099.9999999993,30775.399999999703
2.06e-10,-5,1.91,180256.00000000044,30666.200000000248
2.06e-10,-5,1.74,182356.00000000093,30647.200000000354
2.06e-10,-5,1.58,184956.00000000081,30683.4
2.06e-10,-5,1.45,185989.99999999936,31035.800000000534
2.06e-10,-5,1.32,187045.99999999875,31045.000000000517
2.06e-10,-5,1.2,190837.99999999808,30708.99999999945
2.06e-10,-5,1.1,192079.99999999808,30957.399999999187
2.06e-10,-5,1.0,193055.9999999985,31046.199999999102
2.06e-10,20,1000000.0,5480.600000000004,1841.6800000000515
2.06e-10,20,912000.0,5508.720000000018,1808.0999999999256
2.06e-10,20,832000.0,5490.700000000019,1839.719999999888
2.06e-10,20,759000.0,5409.040000000009,2004.2199999998384
2.06e-10,20,692000.0,5315.199999999997,2092.5199999999654
2.06e-10,20,631000.0,5367.300000000015,2167.7400000002062
2.06e-10,20,575000.0,5479.540000000022,2222.4999999998427
2.06e-10,20,525000.0,5555.360000000014,2376.2799999998656
2.06e-10,20,479000.0,5543.559999999988,2703.820000000047
2.06e-10,20,437000.0,5548.020000000006,2859.02000000004
2.06e-10,20,398000.0,5436.280000000009,3218.579999999854
2.06e-10,20,363000.0,3100.020000000001,5176.179999999929
2.06e-10,20,331000.0,5497.419999999977,3942.019999999646
2.06e-10,20,302000.0,5583.919999999972,3920.799999999606
2.06e-10,20,275000.0,5913.839999999991,3923.2799999997915
2.06e-10,20,251000.0,6205.839999999997,3963.5199999998686
2.06e-10,20,229000.0,6409.379999999991,4323.800000000003
2.06e-10,20,209000.0,6679.539999999993,4777.860000000117
2.06e-10,20,191000.0,6702.540000000026,4952.519999999754
2.06e-10,20,174000.0,6791.8000000000275,5269.219999999781
2.06e-10,20,158000.0,7260.099999999987,5816.379999999626
2.06e-10,20,145000.0,7291.699999999961,5969.919999999705
2.06e-10,20,132000.0,7174.180000000028,6508.959999999682
2.06e-10,20,120000.0,7081.120000000022,7105.699999999789
2.06e-10,20,110000.0,7268.800000000041,7612.859999999583
2.06e-10,20,100000.0,7579.820000000033,8189.31999999993
2.06e-10,20,91200.0,7821.639999999974,8798.080000000498
2.06e-10,20,83200.0,7909.760000000041,9394.579999999787
2.06e-10,20,75900.0,8145.200000000043,10260.14000000031
2.06e-10,20,69200.0,8430.259999999984,11096.639999999848
2.06e-10,20,63100.0,8651.639999999965,11968.900000000354
2.06e-10,20,57500.0,8814.680000000004,12633.20000000005
2.06e-10,20,52500.0,9411.819999999989,13974.200000000246
2.06e-10,20,47900.0,9995.519999999984,15192.599999999744
2.06e-10,20,43700.0,10241.140000000007,16103.999999999727
2.06e-10,20,39800.0,11555.219999999996,18219.999999999647
2.06e-10,20,36300.0,11855.979999999974,19186.199999999564
2.06e-10,20,33100.0,13114.200000000023,20902.19999999943
2.06e-10,20,30200.0,13743.19999999996,22028.000000000226
2.06e-10,20,27500.0,15699.599999999993,24570.80000000029
2.06e-10,20,25100.0,16957.199999999924,26260.599999999635
2.06e-10,20,22900.0,19185.599999999955,28599.999999999876
2.06e-10,20,20900.0,20699.199999999855,30050.4000000005
2.06e-10,20,19100.0,22490.800000000007,31855.400000000518
2.06e-10,20,17400.0,24599.600000000108,33805.799999999595
2.06e-10,20,15800.0,29407.600000000064,36744.80000000003
2.06e-10,20,14500.0,31684.199999999862,37759.40000000037
2.06e-10,20,13200.0,36077.59999999991,39419.80000000016
2.06e-10,20,12000.0,39350.40000000008,40524.79999999997
2.06e-10,20,11000.0,42842.99999999985,40975.800000000294
2.06e-10,20,10000.0,48001.00000000003,41653.00000000003
2.06e-10,20,9120.0,51525.60000000008,41687.79999999959
2.06e-10,20,8320.0,53855.79999999989,41380.20000000003
2.06e-10,20,7590.0,57563.40000000037,40784.2000000005
2.06e-10,20,6920.0,61199.40000000018,40123.00000000021
2.06e-10,20,6310.0,65805.60000000012,38579.000000000284
2.06e-10,20,5750.0,69481.40000000014,36710.20000000006
2.06e-10,20,5250.0,71571.79999999978,34557.19999999968
2.06e-10,20,4790.0,74056.59999999958,33557.600000000384
2.06e-10,20,4370.0,76567.60000000014,31565.19999999977
2.06e-10,20,3980.0,79240.19999999984,29484.39999999978
2.06e-10,20,3630.0,80666.8000000004,27269.40000000032
2.06e-10,20,3310.0,82493.60000000014,24786.400000000893
2.06e-10,20,3020.0,83288.40000000026,23323.200000000827
2.06e-10,20,2750.0,84977.40000000036,21078.799999999675
2.06e-10,20,2510.0,85550.39999999967,19758.400000000012
2.06e-10,20,2290.0,87162.40000000002,17298.67999999973
2.06e-10,20,2090.0,88546.6000000002,15704.31999999975
2.06e-10,20,1910.0,88246.20000000038,14465.3999999998
2.06e-10,20,1740.0,89191.80000000053,13294.839999999851
2.06e-10,20,1580.0,89423.80000000035,11197.160000000256
2.06e-10,20,1450.0,89020.60000000028,10352.160000000435
2.06e-10,20,1320.0,88547.40000000068,9506.120000000434
2.06e-10,20,1200.0,88646.40000000036,8295.37999999985
2.06e-10,20,1100.0,88764.80000000025,7715.579999999806
2.06e-10,20,1000.0,88599.6000000002,6269.63999999968
2.06e-10,20,912.0,88649.00000000017,5768.939999999716
2.06e-10,20,832.0,88531.40000000029,4905.859999999784
2.06e-10,20,759.0,88376.4000000002,4371.619999999755
2.06e-10,20,692.0,88313.99999999971,4060.9999999997467
2.06e-10,20,631.0,88505.99999999984,3767.6799999994932
2.06e-10,20,575.0,87995.00000000025,2874.419999999927
2.06e-10,20,525.0,87784.20000000039,2598.6800000001203
2.06e-10,20,479.0,87740.40000000053,2466.7000000000703
2.06e-10,20,437.0,87587.99999999975,2419.1399999999962
2.06e-10,20,398.0,87578.80000000035,1966.499999999863
2.06e-10,20,363.0,87542.00000000042,1770.299999999816
2.06e-10,20,331.0,87412.19999999963,1563.339999999895
2.06e-10,20,302.0,87217.40000000004,1518.57999999972
2.06e-10,20,275.0,87112.7999999996,1185.3599999996798
2.06e-10,20,251.0,86931.79999999933,1245.0799999996975
2.06e-10,20,229.0,86995.00000000038,1527.7200000001585
2.06e-10,20,209.0,86985.00000000036,1533.2200000001717
2.06e-10,20,191.0,86961.20000000033,1567.9400000001997
2.06e-10,20,174.0,86819.7999999997,1820.5000000002499
2.06e-10,20,158.0,86571.39999999946,1778.9660000002427
2.06e-10,20,145.0,86571.39999999946,1778.9660000002427
2.06e-10,20,132.0,86441.99999999971,1801.820000000441
2.06e-10,20,120.0,85126.99999999999,-2033.9000000003914
2.06e-10,20,110.0,83728.3999999996,-10851.28000000038
2.06e-10,20,100.0,81040.00000000006,6041.159999999699
2.06e-10,20,91.2,81284.60000000011,11670.979999999754
2.06e-10,20,83.2,82234.60000000012,12004.33999999988
2.06e-10,20,75.9,86452.19999999981,4650.220000000256
2.06e-10,20,69.2,86797.40000000017,6269.160000000542
2.06e-10,20,63.1,85313.40000000013,13976.620000000406
2.06e-10,20,57.5,85653.59999999954,13343.58000000067
2.06e-10,20,52.5,86099.19999999959,12766.24000000065
2.06e-10,20,47.9,86841.79999999945,11213.340000000635
2.06e-10,20,43.7,88149.19999999956,6080.780000000333
2.06e-10,20,39.8,88166.79999999967,5832.040000000284
2.06e-10,20,36.3,85182.0,4815.719999999887
2.06e-10,20,33.1,89364.40000000056,7275.719999999611
2.06e-10,20,30.2,90900.59999999973,6707.040000000049
2.06e-10,20,27.5,91587.39999999934,8236.719999999881
2.06e-10,20,25.1,91295.00000000013,7977.960000000189
2.06e-10,20,22.9,91830.99999999956,8634.539999999668
2.06e-10,20,20.9,89583.39999999957,-268.39999999975265
2.06e-10,20,19.1,81037.39999999972,-32919.83999999993
2.06e-10,20,17.4,86402.39999999953,5290.720000000088
2.06e-10,20,15.8,65522.40000000025,49001.95999999967
2.06e-10,20,14.5,90907.20000000061,1077.0999999995165
2.06e-10,20,13.2,96137.60000000037,6776.899999999978
2.06e-10,20,12.0,92995.1999999996,4620.0599999999085
2.06e-10,20,11.0,89284.00000000022,-25862.400000000067
2.06e-10,20,10.0,93110.19999999968,23044.43999999943
2.06e-10,20,9.12,98846.39999999967,12905.319999999801
2.06e-10,20,8.32,99656.20000000033,12873.460000000041
2.06e-10,20,7.59,100825.59999999989,13189.799999999845
2.06e-10,20,6.92,102354.00000000048,14578.79999999992
2.06e-10,20,6.31,103534.80000000073,14521.600000000284
2.06e-10,20,5.75,104245.80000000085,14639.600000000231
2.06e-10,20,5.25,104993.80000000079,14901.000000000044
2.06e-10,20,4.79,106253.80000000073,15298.99999999983
2.06e-10,20,4.37,106884.00000000012,15556.599999999793
2.06e-10,20,3.98,108313.99999999929,15634.999999999744
2.06e-10,20,3.63,109140.0,15975.400000000143
2.06e-10,20,3.31,110285.99999999935,16339.00000000023
2.06e-10,20,3.02,111571.9999999993,16572.600000000257
2.06e-10,20,2.75,112671.99999999937,16641.200000000277
2.06e-10,20,2.51,113153.99999999933,16733.400000000278
2.06e-10,20,2.29,115635.99999999942,17305.800000000265
2.06e-10,20,2.09,116675.99999999945,17516.600000000264
2.06e-10,20,1.91,118493.99999999968,17950.20000000023
2.06e-10,20,1.74,118843.99999999972,18036.800000000247
2.06e-10,20,1.58,118983.99999999974,18066.800000000232
2.06e-10,20,1.45,119791.99999999968,18310.400000000052
2.06e-10,20,1.32,120719.99999999958,18544.400000000136
2.06e-10,20,1.2,122583.99999999965,18963.20000000031
2.06e-10,20,1.1,123560.00000000009,19109.79999999956
2.06e-10,20,1.0,124473.9999999998,19222.19999999979
2.06e-10,25,1000000.0,3946.740000000005,1493.6599999997184
2.06e-10,25,912000.0,3977.0199999999954,1564.4399999998914
2.06e-10,25,832000.0,3985.799999999998,1609.9799999997667
2.06e-10,25,759000.0,4079.4599999999905,1707.9199999998189
2.06e-10,25,692000.0,4191.399999999989,1765.1200000000888
2.06e-10,25,631000.0,4246.240000000022,1855.7400000001128
2.06e-10,25,575000.0,4230.979999999998,2021.9399999997784
2.06e-10,25,525000.0,4348.2,2108.379999999683
2.06e-10,25,479000.0,4390.619999999986,2256.9799999997185
2.06e-10,25,437000.0,4468.980000000011,2398.84000000046
2.06e-10,25,398000.0,4546.419999999987,2566.5400000000736
2.06e-10,25,363000.0,4469.960000000018,2791.600000000152
2.06e-10,25,331000.0,4517.880000000011,3008.780000000149
2.06e-10,25,302000.0,4670.760000000024,3138.6200000002527
2.06e-10,25,275000.0,4792.920000000016,3354.699999999983
2.06e-10,25,251000.0,4853.1799999999985,3577.420000000097
2.06e-10,25,229000.0,5011.599999999988,3852.18000000029
2.06e-10,25,209000.0,5098.4000000000015,4118.160000000101
2.06e-10,25,191000.0,5202.5400000000045,4389.759999999735
2.06e-10,25,174000.0,5310.980000000027,4768.239999999978
2.06e-10,25,158000.0,5546.239999999998,5359.439999999958
2.06e-10,25,145000.0,5680.539999999984,5571.859999999924
2.06e-10,25,132000.0,5753.91999999999,5899.1599999999535
2.06e-10,25,120000.0,5797.079999999974,6423.260000000248
2.06e-10,25,110000.0,5994.800000000012,6966.23999999963
2.06e-10,25,100000.0,6157.5000000000255,7521.559999999799
2.06e-10,25,91200.0,6437.6200000000035,8150.2600000003995
2.06e-10,25,83200.0,6657.220000000033,8812.460000000241
2.06e-10,25,75900.0,6878.299999999981,9578.460000000445
2.06e-10,25,69200.0,7061.879999999981,10291.780000000143
2.06e-10,25,63100.0,7348.959999999967,11136.900000000232
2.06e-10,25,57500.0,7644.08,11998.200000000128
2.06e-10,25,52500.0,8274.439999999999,13199.40000000052
2.06e-10,25,47900.0,8687.900000000021,14293.200000000323
2.06e-10,25,43700.0,9165.36000000002,15380.19999999992
2.06e-10,25,39800.0,10682.499999999973,17541.200000000063
2.06e-10,25,36300.0,10774.539999999952,18146.20000000002
2.06e-10,25,33100.0,12559.780000000012,20286.99999999962
2.06e-10,25,30200.0,12703.99999999996,20994.60000000055
2.06e-10,25,27500.0,13824.399999999936,22540.000000000557
2.06e-10,25,25100.0,15007.799999999961,24049.79999999953
2.06e-10,25,22900.0,16866.79999999996,25836.599999999566
2.06e-10,25,20900.0,18622.399999999947,27207.19999999995
2.06e-10,25,19100.0,20496.99999999996,29198.599999999613
2.06e-10,25,17400.0,22885.60000000008,30233.99999999982
2.06e-10,25,15800.0,27193.19999999996,32661.19999999993
2.06e-10,25,14500.0,28448.999999999905,34129.200000000375
2.06e-10,25,13200.0,32117.79999999998,35684.40000000037
2.06e-10,25,12000.0,35591.99999999984,36776.40000000079
2.06e-10,25,11000.0,38221.599999999846,37010.20000000044
2.06e-10,25,10000.0,42533.20000000014,37084.79999999986
2.06e-10,25,9120.0,47344.39999999979,36871.40000000024
2.06e-10,25,8320.0,48914.59999999965,36900.40000000043
2.06e-10,25,7590.0,51629.399999999645,36307.400000000926
2.06e-10,25,6920.0,54984.59999999982,35613.000000001026
2.06e-10,25,6310.0,60318.80000000012,33680.800000000694
2.06e-10,25,5750.0,63040.800000000236,31442.40000000041
2.06e-10,25,5250.0,64799.600000000275,30625.80000000032
2.06e-10,25,4790.0,66054.2000000001,29628.40000000031
2.06e-10,25,4370.0,68779.59999999986,27624.7999999998
2.06e-10,25,3980.0,70947.39999999956,26037.199999999626
2.06e-10,25,3630.0,72615.99999999967,23787.199999999575
2.06e-10,25,3310.0,74388.2000000001,20744.400000000274
2.06e-10,25,3020.0,75000.80000000019,20276.200000000455
2.06e-10,25,2750.0,76250.9999999998,18140.200000000168
2.06e-10,25,2510.0,76418.79999999976,17700.220000000172
2.06e-10,25,2290.0,76778.19999999994,14876.159999999343
2.06e-10,25,2090.0,77656.39999999957,13789.739999999594
2.06e-10,25,1910.0,78241.79999999961,13048.219999999703
2.06e-10,25,1740.0,78741.99999999958,10866.059999999981
2.06e-10,25,1580.0,78903.19999999959,8525.580000000291
2.06e-10,25,1450.0,78883.1999999996,8435.060000000301
2.06e-10,25,1320.0,79128.59999999964,8284.600000000357
2.06e-10,25,1200.0,79316.20000000043,7254.880000000048
2.06e-10,25,1100.0,79412.20000000067,6796.440000000308
2.06e-10,25,1000.0,79515.60000000073,5832.41999999997
2.06e-10,25,912.0,79526.0000000007,5227.419999999856
2.06e-10,25,832.0,79517.40000000063,4919.283999999822
2.06e-10,25,759.0,79544.40000000045,4075.903999999936
2.06e-10,25,692.0,79411.20000000036,3545.9459999999294
2.06e-10,25,631.0,79285.79999999984,3140.085999999806
2.06e-10,25,575.0,79224.79999999967,2785.0059999997993
2.06e-10,25,525.0,79156.79999999962,2024.8859999998783
2.06e-10,25,479.0,79153.99999999962,2012.9259999998585
2.06e-10,25,437.0,79042.5999999997,1787.473999999656
2.06e-10,25,398.0,78995.1999999998,1641.7579999996083
2.06e-10,25,363.0,78916.20000000027,1187.3659999998222
2.06e-10,25,331.0,78881.60000000021,1119.1559999997992
2.06e-10,25,302.0,78869.00000000022,1021.1259999999697
2.06e-10,25,275.0,78680.79999999965,965.0959999995624
2.06e-10,25,251.0,78649.59999999963,949.0279999996361
2.06e-10,25,229.0,78376.7999999997,880.9480000002224
2.06e-10,25,209.0,78278.7999999998,866.4560000003393
2.06e-10,25,191.0,78247.59999999983,856.3840000003946
2.06e-10,25,174.0,78153.59999999992,884.8040000001009
2.06e-10,25,158.0,78123.39999999992,827.6680000001234
2.06e-10,25,145.0,78110.59999999993,849.3640000000335
2.06e-10,25,132.0,78095.99999999999,1070.6999999997533
2.06e-10,25,120.0,78092.80000000009,1131.917999999767
2.06e-10,25,110.0,78165.60000000027,652.920000000067
2.06e-10,25,100.0,78081.8000000001,1573.590000000088
2.06e-10,25,91.2,78059.6000000003,1908.5420000001302
2.06e-10,25,83.2,78063.20000000035,2035.5600000002116
2.06e-10,25,75.9,78071.00000000032,1897.1800000003043
2.06e-10,25,69.2,78264.59999999999,2419.220000000255
2.06e-10,25,63.1,78373.59999999974,2694.860000000089
2.06e-10,25,57.5,78433.39999999956,2597.9199999997177
2.06e-10,25,52.5,78147.5999999998,2274.7799999997196
2.06e-10,25,47.9,78191.00000000003,2428.359999999819
2.06e-10,25,43.7,78697.60000000066,3421.3200000000725
2.06e-10,25,39.8,78864.40000000052,4036.3000000000275
2.06e-10,25,36.3,78993.60000000003,4295.340000000235
2.06e-10,25,33.1,79408.20000000017,4552.679999999812
2.06e-10,25,30.2,79600.59999999974,4837.819999999776
2.06e-10,25,27.5,79947.59999999973,5271.040000000192
2.06e-10,25,25.1,80193.20000000001,5537.639999999913
2.06e-10,25,22.9,80470.19999999994,5940.0999999998885
2.06e-10,25,20.9,80719.59999999996,5341.679999999603
2.06e-10,25,19.1,80435.19999999963,-620.8000000003369
2.06e-10,25,17.4,81626.1999999999,6312.639999999741
2.06e-10,25,15.8,78837.39999999985,14881.480000000498
2.06e-10,25,14.5,83220.1999999998,6630.420000000373
2.06e-10,25,13.2,83291.20000000013,8058.37999999982
2.06e-10,25,12.0,83664.19999999991,8224.899999999854
2.06e-10,25,11.0,84201.20000000061,2285.9000000001392
2.06e-10,25,10.0,84859.40000000005,10231.060000000569
2.06e-10,25,9.12,84800.40000000001,9612.880000000545
2.06e-10,25,8.32,85294.39999999995,9817.180000000404
2.06e-10,25,7.59,86149.59999999985,10205.26000000026
2.06e-10,25,6.92,87032.19999999962,10644.319999999907
2.06e-10,25,6.31,87579.59999999934,10844.240000000003
2.06e-10,25,5.75,87726.79999999945,10976.140000000014
2.06e-10,25,5.25,89062.0000000001,11612.220000000032
2.06e-10,25,4.79,89384.0000000001,11771.020000000057
2.06e-10,25,4.37,90458.0000000004,12196.860000000086
2.06e-10,25,3.98,91279.79999999971,12487.80000000023
2.06e-10,25,3.63,91938.80000000026,12636.999999999829
2.06e-10,25,3.31,93009.3999999998,13092.000000000202
2.06e-10,25,3.02,93663.7999999996,13332.400000000318
2.06e-10,25,2.75,94790.19999999939,13702.000000000613
2.06e-10,25,2.51,95406.60000000027,13811.000000000071
2.06e-10,25,2.29,96952.40000000075,14201.800000000358
2.06e-10,25,2.09,97689.40000000087,14413.800000000545
2.06e-10,25,1.91,98078.80000000083,14577.200000000676
2.06e-10,25,1.74,99003.60000000049,14865.19999999994
2.06e-10,25,1.58,100579.99999999983,15119.000000000187
2.06e-10,25,1.45,100847.5999999998,15358.40000000027
2.06e-10,25,1.32,101623.40000000029,15456.60000000024
2.06e-10,25,1.2,103249.40000000063,15892.799999999985
2.06e-10,25,1.1,103325.80000000066,15910.399999999958
2.06e-10,25,1.0,103368.2000000007,15921.399999999963
2.06e-10,55,1000000.0,3461.0199999999945,1325.4800000001549
2.06e-10,55,912000.0,3484.120000000001,1428.2000000003472
2.06e-10,55,832000.0,3490.2200000000007,1432.4800000003765
2.06e-10,55,759000.0,3597.379999999994,1564.9599999999864
2.06e-10,55,692000.0,3591.840000000001,1611.5000000000628
2.06e-10,55,631000.0,3619.1599999999853,1720.7599999998233
2.06e-10,55,575000.0,3636.7599999999907,1840.4999999998067
2.06e-10,55,525000.0,3742.3999999999896,1965.4999999999427
2.06e-10,55,479000.0,3818.240000000012,2105.060000000355
2.06e-10,55,437000.0,3802.7200000000116,2217.0800000001714
2.06e-10,55,398000.0,3878.1600000000035,2404.1800000003095
2.06e-10,55,363000.0,4006.8599999999856,2518.540000000236
2.06e-10,55,331000.0,4094.7999999999984,2782.1800000003213
2.06e-10,55,302000.0,4144.119999999994,2876.800000000317
2.06e-10,55,275000.0,4216.879999999991,3070.7200000000707
2.06e-10,55,251000.0,4253.819999999983,3265.6799999999416
2.06e-10,55,229000.0,4252.179999999997,3538.2600000001776
2.06e-10,55,209000.0,4436.239999999977,3785.9199999999028
2.06e-10,55,191000.0,4601.199999999998,4062.7999999996423
2.06e-10,55,174000.0,4722.039999999972,4402.540000000099
2.06e-10,55,158000.0,4795.1799999999885,4733.479999999857
2.06e-10,55,145000.0,4707.219999999989,5028.359999999896
2.06e-10,55,132000.0,4822.799999999995,5332.25999999998
2.06e-10,55,120000.0,5126.260000000009,5806.060000000379
2.06e-10,55,110000.0,5208.839999999992,6273.82000000004
2.06e-10,55,100000.0,5358.999999999986,6746.360000000413
2.06e-10,55,91200.0,5612.039999999989,7363.160000000289
2.06e-10,55,83200.0,5751.460000000035,7937.100000000389
2.06e-10,55,75900.0,6048.840000000032,8720.17999999967
2.06e-10,55,69200.0,6242.180000000038,9271.999999999416
2.06e-10,55,63100.0,6502.879999999994,10215.039999999886
2.06e-10,55,57500.0,6913.31999999998,10802.91999999982
2.06e-10,55,52500.0,7361.420000000025,11666.139999999881
2.06e-10,55,47900.0,7826.079999999998,12595.199999999799
2.06e-10,55,43700.0,8310.000000000055,13566.000000000387
2.06e-10,55,39800.0,9079.219999999994,14951.200000000279
2.06e-10,55,36300.0,9739.47999999999,15740.199999999435
2.06e-10,55,33100.0,10544.680000000026,16889.200000000186
2.06e-10,55,30200.0,11479.88,18077.400000000503
2.06e-10,55,27500.0,12531.639999999945,19293.399999999616
2.06e-10,55,25100.0,13857.039999999914,20710.399999999878
2.06e-10,55,22900.0,14500.199999999955,21571.59999999993
2.06e-10,55,20900.0,16325.799999999987,22832.800000000178
2.06e-10,55,19100.0,18991.200000000077,24511.20000000028
2.06e-10,55,17400.0,20055.800000000083,25136.40000000026
2.06e-10,55,15800.0,22414.19999999985,26344.000000000487
2.06e-10,55,14500.0,24728.99999999984,27296.59999999949
2.06e-10,55,13200.0,27272.400000000023,27976.399999999485
2.06e-10,55,12000.0,29230.999999999964,28356.999999999847
2.06e-10,55,11000.0,32354.800000000112,28880.80000000036
2.06e-10,55,10000.0,36498.00000000007,29277.99999999992
2.06e-10,55,9120.0,38911.400000000125,29191.20000000022
2.06e-10,55,8320.0,41778.1999999997,28502.800000000472
2.06e-10,55,7590.0,44476.40000000026,27775.79999999963
2.06e-10,55,6920.0,46616.60000000025,27039.200000000004
2.06e-10,55,6310.0,49376.600000000246,25781.399999999667
2.06e-10,55,5750.0,51022.20000000041,24776.60000000041
2.06e-10,55,5250.0,52626.600000000166,23487.200000000103
2.06e-10,55,4790.0,54726.59999999979,22172.400000000594
2.06e-10,55,4370.0,55841.60000000028,21064.40000000002
2.06e-10,55,3980.0,56989.20000000027,19860.399999999416
2.06e-10,55,3630.0,58130.00000000009,18210.400000000085
2.06e-10,55,3310.0,59666.800000000345,16812.60000000039
2.06e-10,55,3020.0,60308.80000000007,16094.799999999856
2.06e-10,55,2750.0,60823.599999999984,13678.879999999903
2.06e-10,55,2510.0,61341.99999999985,13403.679999999635
2.06e-10,55,2290.0,62391.59999999976,12270.599999999644
2.06e-10,55,2090.0,63024.40000000014,11616.919999999736
2.06e-10,55,1910.0,63437.20000000002,10785.53999999988
2.06e-10,55,1740.0,63607.000000000015,9240.379999999996
2.06e-10,55,1580.0,64055.000000000095,8776.919999999838
2.06e-10,55,1450.0,64352.4000000003,8066.500000000219
2.06e-10,55,1320.0,64574.00000000016,7456.840000000015
2.06e-10,55,1200.0,64522.39999999992,6440.960000000339
2.06e-10,55,1100.0,64685.60000000007,6008.800000000222
2.06e-10,55,1000.0,65075.200000000164,5359.779999999842
2.06e-10,55,912.0,65398.6000000001,5014.880000000069
2.06e-10,55,832.0,65195.19999999998,4400.1200000000945
2.06e-10,55,759.0,65560.2,4171.000000000416
2.06e-10,55,692.0,65478.999999999935,3810.719999999823
2.06e-10,55,631.0,65696.79999999994,3414.03999999995
2.06e-10,55,575.0,65776.79999999974,3069.5800000000854
2.06e-10,55,525.0,65774.19999999981,2847.1999999998357
2.06e-10,55,479.0,65759.00000000016,2665.099999999548
2.06e-10,55,437.0,65893.60000000049,2289.539999999597
2.06e-10,55,398.0,65898.00000000047,2051.779999999829
2.06e-10,55,363.0,65862.79999999981,1934.6800000002472
2.06e-10,55,331.0,65878.3999999997,1765.2799999999922
2.06e-10,55,302.0,65974.1999999998,1720.9719999997583
2.06e-10,55,275.0,65941.99999999997,1506.4359999999717
2.06e-10,55,251.0,65830.39999999989,1449.1500000001085
2.06e-10,55,229.0,65775.80000000013,1327.239999999635
2.06e-10,55,209.0,65959.8,1298.7799999997735
2.06e-10,55,191.0,65937.20000000024,1335.8799999997339
2.06e-10,55,174.0,65988.1999999999,1240.2600000001614
2.06e-10,55,158.0,65943.00000000025,1212.6800000003468
2.06e-10,55,145.0,66007.79999999977,1242.9799999997601
2.06e-10,55,132.0,65877.59999999964,1254.2999999995936
2.06e-10,55,120.0,65860.59999999966,1243.3599999999667
2.06e-10,55,110.0,65950.59999999977,1311.7599999998745
2.06e-10,55,100.0,66000.59999999982,1324.2800000000718
2.06e-10,55,91.2,66002.9999999998,1515.3800000003168
2.06e-10,55,83.2,66024.5999999997,1524.8000000005009
2.06e-10,55,75.9,66098.59999999945,1622.9599999998677
2.06e-10,55,69.2,66126.99999999958,1700.0000000001135
2.06e-10,55,63.1,66221.19999999997,1888.300000000189
2.06e-10,55,57.5,66319.79999999986,2110.5999999998576
2.06e-10,55,52.5,66264.3999999995,2213.879999999738
2.06e-10,55,47.9,65544.00000000004,1872.9600000000146
2.06e-10,55,43.7,66400.60000000065,2505.339999999957
2.06e-10,55,39.8,66401.80000000054,2729.5399999995557
2.06e-10,55,36.3,66320.40000000002,2826.199999999932
2.06e-10,55,33.1,66777.79999999951,3169.800000000129
2.06e-10,55,30.2,66869.39999999985,3318.7999999998874
2.06e-10,55,27.5,66965.20000000004,3577.92000000027
2.06e-10,55,25.1,67105.80000000016,3893.0200000001796
2.06e-10,55,22.9,67252.00000000033,4090.220000000136
2.06e-10,55,20.9,67495.20000000032,4328.200000000217
